Added At,Added By,Explicit,Genres,Popularity,Record Label,Release Date,acousticness,album,artists,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,name,speechiness,tempo,time_signature,uri,valence
2026-01-02T09:04:35Z,astrid.verschraege,False,,0,Lil' Chief Records,2018-06-08,0.295,Sleepwalking,Jonathan Bree,0.614,292871,0.465,0.54,1,0.211,-7.781,1,You're So Cool,0.0296,101.008,4,spotify:track:2usbuL20o8yDFqGbszpwqN,0.499
2026-01-02T09:04:35Z,astrid.verschraege,False,"indie,indie rock",0,Infectious Music,2012-05-28,0.765,An Awesome Wave,alt-J,0.355,314986,0.476,0.00385,5,0.0785,-10.653,1,Taro,0.0341,171.951,4,spotify:track:6n1SUr2wUrh3ALJqBvPJuW,0.294
2026-01-02T09:04:35Z,astrid.verschraege,False,,73,Columbia/Legacy,1994,0.931,Grace,Jeff Buckley,0.324,413813,0.136,0.00117,0,0.176,-10.33,1,Hallelujah,0.0318,97.256,3,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,0.0831
2026-01-02T09:04:35Z,astrid.verschraege,False,baroque pop,1,Flying Nun,2015-06-05,0.00102,The Great Cybernetic Depression,Princess Chelsea,0.544,302250,0.699,0.0144,0,0.117,-6.113,0,Too Many People,0.0258,108.024,4,spotify:track:7bLS3fvJn0Gd2zz7JJqcYU,0.384
2026-01-02T09:04:35Z,astrid.verschraege,False,glam rock,0,Cherry Red Records,2010-06-28,0.79,Beyond The Risin’ Sun,Marc Bolan,0.532,154066,0.447,0.0,3,0.105,-11.554,1,Cat Black,0.0268,84.134,4,spotify:track:21VZv35sbRnAwnpdeO5uVF,0.541
2026-01-02T09:04:35Z,astrid.verschraege,False,"britpop,madchester",70,EMI,1993,0.0016,Laid,James,0.457,156666,0.909,0.000276,0,0.135,-9.451,1,Laid,0.0317,115.998,4,spotify:track:2CdS3DRqWR5LAhy4hM5X9W,0.755
2026-01-02T09:04:35Z,astrid.verschraege,False,swedish pop,26,Gravitation,2003-01-01,0.444,The Crayfish,Björn Olsson,0.312,198413,0.643,0.909,5,0.111,-8.316,1,Juli,0.0329,164.812,4,spotify:track:0BqvvDT86H3mu4R24SKHy8,0.5
2026-01-02T09:04:35Z,astrid.verschraege,False,baroque pop,0,Flying Nun,2015-06-05,0.729,The Great Cybernetic Depression,Princess Chelsea,0.275,254677,0.337,0.00369,7,0.105,-7.002,0,When the World Turns Grey,0.0302,138.585,3,spotify:track:1m0ASiX3APr5W9amOoLENF,0.109
2026-01-02T09:04:35Z,astrid.verschraege,False,"proto-punk,new wave",83,Parlophone UK,1981,0.143,La Folie,The Stranglers,0.562,206760,0.383,0.124,6,0.138,-15.474,1,Golden Brown,0.0304,93.764,3,spotify:track:2AX5E86cn9n2dgioZEjirI,0.599
2026-01-02T09:04:35Z,astrid.verschraege,False,"jangle pop,new wave",48,UMC (Universal Music Catalogue),1985-11-22,0.0417,Easy Pieces (Remastered),Lloyd Cole and the Commotions,0.591,195293,0.734,0.02,9,0.0944,-10.171,1,Lost Weekend,0.0487,138.298,4,spotify:track:7cMn3Octp5SRRGpv6fTSLE,0.777
2026-01-02T09:04:35Z,astrid.verschraege,False,jam band,72,Island Mercury,1994-01-01,0.125,When I Woke,Rusted Root,0.5,263360,0.704,1.79e-05,0,0.138,-8.797,1,Send Me On My Way,0.0695,119.463,4,spotify:track:6XK6Zw6JkFsHXzAcMWNiIr,0.722
2026-01-02T09:04:35Z,astrid.verschraege,False,"progressive rock,art rock,classic rock",62,Parlophone UK,1971-03-19,0.417,Aqualung (Special Edition),Jethro Tull,0.68,266013,0.53,0.011,11,0.0559,-13.105,0,Locomotive Breath,0.0889,124.551,4,spotify:track:0MYNeFsKpzBHwrJGfWZysV,0.352
2026-01-02T09:04:35Z,astrid.verschraege,False,"britpop,madchester,alternative rock",59,Parlophone UK,1999,0.469,13,Blur,0.587,461946,0.566,0.0,9,0.0644,-9.932,1,Tender,0.0276,76.055,4,spotify:track:42cxPm9jgbaxIVN77XA1m6,0.528
2026-01-02T09:04:35Z,astrid.verschraege,True,uk garage,56,679 Recordings UK. Ltd.,2004,0.56,A Grand Don't Come for Free,The Streets,0.684,271240,0.467,0.0,9,0.0942,-7.829,1,Dry Your Eyes,0.239,80.019,4,spotify:track:3PEx44by2Pe7E6M8tgqE5N,0.445
2026-01-02T09:04:35Z,astrid.verschraege,False,,0,DreamWorks,1998-10-10,0.37,Electro-Shock Blues,Eels,0.65,207066,0.729,0.544,4,0.323,-8.641,1,Last Stop: This Town,0.0434,103.706,4,spotify:track:5tqDIPhoNziW5ew3u4gwdS,0.752
2026-01-02T09:04:35Z,astrid.verschraege,False,"post-punk,darkwave,cold wave,gothic rock",0,Sacred Bones Records,2018-09-07,0.00517,Этажи,Molchat Doma,0.615,247408,0.761,0.262,1,0.191,-5.358,1,На Дне,0.041,109.995,4,spotify:track:3WPJkf7kYvQftvzD66a58X,0.476
2026-01-02T09:04:35Z,astrid.verschraege,False,"art rock,soft rock",36,Columbia,2019-11-01,0.466,Jeff Lynne's ELO - From Out Of Nowhere,Electric Light Orchestra,0.509,194520,0.723,0.631,0,0.55,-7.223,1,Help Yourself,0.0287,97.992,4,spotify:track:38t0OIEeY3aRtgWpn5pXIs,0.394
2026-01-02T09:04:35Z,astrid.verschraege,False,singer-songwriter,59,Rolling Tide Music,1979-12-07,0.404,Jack Rabbit Slim,Steve Forbert,0.571,212471,0.721,0.00961,9,0.299,-5.645,1,Romeo's Tune,0.0307,95.027,4,spotify:track:4kPLmTsTwA6wvtcbb0LtbM,0.733
2026-01-02T09:04:35Z,astrid.verschraege,False,"neo-psychedelic,shoegaze",50,Excelsior Melodies,1998-09-29,0.0186,Deserter's Songs (Remastered),Mercury Rev,0.467,225333,0.761,1.24e-06,9,0.0666,-5.893,1,Goddess on a Hiway,0.0386,145.244,4,spotify:track:40MTAe7rupM7DNRrw72Q8i,0.258
2026-01-02T09:04:35Z,astrid.verschraege,False,art pop,73,4AD,2012-03-12,0.0764,Visions,Grimes,0.611,255320,0.677,0.0698,10,0.241,-6.745,0,Genesis,0.034,166.04,4,spotify:track:0yljUudXzjVcGEoYmLB17X,0.233
2026-01-02T09:04:35Z,astrid.verschraege,False,,0,Silva Screen Records,2013-02-18,0.376,The Singing Accountant Vol.2 - Beyond the Sea,Keith Ferreira,0.609,159381,0.476,0.00177,5,0.129,-8.876,1,"Maybe Tomorrow (From ""The Littlest Hobo"")",0.0256,107.946,4,spotify:track:5naz0dzcZk6mkwzyPyml9K,0.89
2026-01-02T09:04:35Z,astrid.verschraege,False,"neo-psychedelic,jangle pop",35,UMC (Universal Music Catalogue),2002-01-01,0.127,The Collection,Julian Cope,0.543,228880,0.734,0.223,9,0.065,-11.225,1,Sunspots,0.0283,179.506,4,spotify:track:0MmZ4EdISIiHiRzzC6CkJI,0.59
2026-01-02T09:04:35Z,astrid.verschraege,False,soft rock,85,Columbia/Legacy,1977,0.659,The Stranger (Legacy Edition),Billy Joel,0.532,214240,0.495,0.0,10,0.0754,-6.662,1,Vienna,0.0343,124.936,4,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,0.308
2026-01-02T09:04:35Z,astrid.verschraege,False,,78,EMI,1971-11-05,0.382,Madman Across The Water,Elton John,0.414,377093,0.428,0.000243,0,0.148,-11.097,1,Tiny Dancer,0.0278,145.075,4,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,0.282
2026-01-02T09:04:35Z,astrid.verschraege,True,"pop punk,punk,skate punk",66,Island Records,2002-01-01,0.000142,Does This Look Infected?,Sum 41,0.357,198493,0.931,0.0138,8,0.344,-5.538,0,The Hell Song,0.0796,173.32,4,spotify:track:6hqt1z34Oz0OZtSfy62OFD,0.658
2026-01-02T09:04:35Z,astrid.verschraege,False,"neo-psychedelic,shoegaze",0,V2/Cooperative Music,1998,0.0198,Deserter's Songs (Deluxe Edition),Mercury Rev,0.473,225333,0.762,3.66e-06,9,0.0594,-5.77,1,Goddess On A Hiway (Remastered),0.0377,145.096,4,spotify:track:2Z8V7MoSJJj9ZsjxnIQXAB,0.284
2026-01-02T09:04:35Z,astrid.verschraege,False,,0,Lil' Chief Records,2018-06-08,0.295,Sleepwalking,Jonathan Bree,0.614,292871,0.465,0.54,1,0.211,-7.781,1,You're so Cool,0.0296,101.008,4,spotify:track:0nk2CE0vuF6N5sKtpigC0b,0.499
2026-01-02T09:04:35Z,astrid.verschraege,False,"trip hop,downtempo",53,[PIAS],2010-06-07,0.000954,Blood Like Lemonade,Morcheeba,0.653,293306,0.588,0.331,5,0.199,-9.645,1,Blood Like Lemonade,0.107,168.058,4,spotify:track:6V472EZ0ymkw3zEDOqlIew,0.624
2026-01-02T09:04:35Z,astrid.verschraege,False,,39,WasteMyRecords,2015-10-06,0.158,Love / Dead,Faces on TV,0.553,232269,0.76,0.347,2,0.299,-5.618,0,Love / Dead,0.0351,167.951,4,spotify:track:6YjBdcSG9xzhVfY8OjaOHy,0.373
2026-01-02T09:04:35Z,astrid.verschraege,False,"variété française,chanson,french pop",53,Indochine Records,2020-05-26,0.000553,Nos célébrations,Indochine,0.629,304346,0.84,0.00672,11,0.131,-8.206,1,Nos célébrations,0.0292,126.001,4,spotify:track:6h0kUO3LKcYHH1E9yUkL4z,0.599
2026-01-02T09:04:35Z,astrid.verschraege,False,glam rock,0,Chrysalis Records,1975-03-22,0.00706,The Best Years of Our Lives (Deluxe Version),Steve Harley;Steve Harley & Cockney Rebel,0.571,239213,0.818,0.000177,0,0.0877,-8.277,1,Make Me Smile (Come up and See Me) - 2014 Remaster,0.0337,141.463,4,spotify:track:184QpO8ZchGncbNyJe9SDT,0.773
2026-01-02T09:04:35Z,astrid.verschraege,False,minimalism,8,Editions Penguin Cafe,2011-04-30,0.979,Concert Program,Simon Jeffes;Penguin Cafe Orchestra,0.228,610026,0.0531,0.941,1,0.0938,-20.949,1,Vega,0.0378,124.266,4,spotify:track:092Os5lhFqG7v3BH2adOYg,0.0384
2026-01-02T09:04:35Z,astrid.verschraege,False,swing music,19,Jukebox Records,2010-12-07,0.62,Various Artists I,Kenny Ball,0.438,176105,0.421,0.00447,0,0.0965,-12.196,0,Midnight In Moscow,0.0515,173.123,4,spotify:track:4YWIA4KuBQXoCt7mMFKvwE,0.765
2026-01-02T09:04:35Z,astrid.verschraege,False,"indie folk,folk",45,Columbia,2022-08-12,0.0265,Out of My Head,First Aid Kit,0.574,214000,0.754,2.25e-06,5,0.0994,-4.995,1,Out of My Head,0.0342,117.973,4,spotify:track:6hAZx4PQIlwyazfANp6joe,0.131
2026-01-02T09:04:35Z,astrid.verschraege,False,"progressive rock,art rock",43,CAPITOL CATALOG MKT (C92),1976-01-01,0.0676,3:47 EST,Klaatu,0.372,430133,0.505,0.00503,9,0.273,-11.746,1,Calling Occupants Of Interplanetary Craft,0.061,129.847,4,spotify:track:6XzgfcOFwpn7747ROhyp86,0.221
2026-01-02T09:04:35Z,astrid.verschraege,False,,0,Bad Seed Ltd,2016-09-09,0.861,Skeleton Tree,Nick Cave & The Bad Seeds,0.353,208520,0.638,6.19e-05,0,0.102,-9.335,1,Rings Of Saturn,0.0583,77.395,4,spotify:track:2DJm8k4qUOF5m9yiDPt6gE,0.288
2026-01-02T09:04:35Z,astrid.verschraege,False,"classic rock,yacht rock,soft rock",72,Rhino/Warner Records,1977-02-04,0.858,Rumours (Super Deluxe),Fleetwood Mac,0.654,134400,0.336,0.385,6,0.0786,-12.825,1,Never Going Back Again - 2004 Remaster,0.0379,176.083,4,spotify:track:19Shlms2uTnOjIUg50TXzd,0.947
2026-01-02T09:04:35Z,astrid.verschraege,False,"funk,funk rock",53,Vulf Records,2016-10-17,0.156,The Beautiful Game,Vulfpeck,0.753,190801,0.713,9.59e-05,1,0.0508,-7.333,1,Animal Spirits,0.0539,100.859,4,spotify:track:1SHA4IJyiyNobDOrQzFFXy,0.906
2026-01-02T09:04:35Z,astrid.verschraege,False,"progressive rock,folk rock,art rock,baroque pop",34,A&M,1973,0.00362,Bursting At The Seam,Strawbs,0.408,272933,0.767,0.000601,4,0.189,-5.941,1,Lay Down,0.0304,130.846,4,spotify:track:1ruRD8JPGxK4x8gGFWPqHi,0.785
2026-01-02T09:04:43Z,astrid.verschraege,False,,85,Columbia,2011-05-23,0.145,Torches,Foster The People,0.733,239600,0.71,0.115,5,0.0956,-5.849,0,Pumped Up Kicks,0.0292,127.975,4,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,0.965
2026-01-02T09:04:43Z,astrid.verschraege,False,"downtempo,electronica,trip hop",0,Dog Triumph/Wall Of Sound,2014-05-26,0.34,Do It Again,Röyksopp,0.592,597402,0.711,0.73,9,0.102,-9.974,0,Monument,0.043,92.989,4,spotify:track:1insHdIxcVi27Kj5HEPx9b,0.192
2026-01-02T09:04:43Z,astrid.verschraege,False,"classic rock,rock,glam rock",53,EMI,1991-10-28,0.0298,Greatest Hits II (Remastered),Queen,0.398,241253,0.834,2.35e-06,11,0.385,-5.786,0,I Want It All - Remastered 2011,0.0472,92.376,4,spotify:track:2huPrhpbAW7MmfEgRu6oDV,0.389
2026-01-02T09:04:43Z,astrid.verschraege,False,art rock,37,Domino Recording Co,2015,0.0363,FFS (Deluxe Edition),FFS,0.563,191840,0.77,6.07e-05,2,0.143,-5.246,0,Johnny Delusional,0.0365,138.074,4,spotify:track:3mW90BgmaWI8Do3taVesEj,0.451
2026-01-02T09:04:43Z,astrid.verschraege,False,,71,Parlophone Catalogue,1999-01-01,0.000785,Atomic/Atomix,Blondie,0.56,212600,0.824,0.00246,2,0.0892,-6.711,0,Call Me,0.0348,142.667,4,spotify:track:4qO03RMQm88DdpTJcxlglY,0.74
2026-01-02T09:04:43Z,astrid.verschraege,False,"smooth jazz,yacht rock,jazz funk,soul jazz",64,Parlophone UK,2018-06-29,0.144,The Now Now,Gorillaz;George Benson,0.632,197933,0.807,0.0211,0,0.125,-5.893,1,Humility (feat. George Benson),0.126,160.174,4,spotify:track:3NeiYiBn3rQBgurfVk92Zm,0.784
2026-01-02T09:04:43Z,astrid.verschraege,False,indie rock,84,Domino Recording Co,2004-02-16,0.000409,Franz Ferdinand,Franz Ferdinand,0.277,237026,0.663,0.00051,4,0.136,-8.821,0,Take Me Out,0.0377,104.561,4,spotify:track:20I8RduZC2PWMWTDCZuuAN,0.527
2026-01-02T09:04:43Z,astrid.verschraege,False,,42,"Noble ID, LLC",2013-05-12,0.028,Blondie 4(0)-Ever: Greatest Hits Deluxe Redux / Ghosts Of Download,Blondie,0.545,245701,0.812,0.00111,9,0.0749,-5.672,1,Maria,0.0609,159.69,4,spotify:track:4jDhI4nE32u8meRN1aOu8u,0.785
2026-01-02T09:04:43Z,astrid.verschraege,False,,3,Polydor Records,2002-01-01,0.00312,Read My Lips,Sophie Ellis-Bextor,0.734,230013,0.848,1.16e-05,1,0.313,-5.285,0,Murder On The Dancefloor,0.0309,117.31,4,spotify:track:2Za2mUwmQoSxWPscaY2vxl,0.863
2026-01-02T09:04:43Z,astrid.verschraege,False,"darkwave,gothic rock",0,Flawless Records,2005-01-01,0.000501,She Wants Revenge,She Wants Revenge,0.654,217293,0.703,0.0,2,0.113,-6.911,1,Out Of Control,0.0295,112.474,4,spotify:track:6gwJm7LgsaHdd3CWi4K8e8,0.555
2026-01-02T09:04:43Z,astrid.verschraege,False,,45,Mercury Nashville,1982-07-22,0.161,Too Rye Ay,Dexys Midnight Runners;Kevin Rowland,0.372,184960,0.727,0.00315,2,0.049,-5.129,1,Jackie Wilson Said (I'm In Heaven When You Smile),0.0637,146.687,4,spotify:track:3o1AFukFi4OhiNW23wDbaj,0.909
2026-01-02T09:04:43Z,astrid.verschraege,False,trip hop,56,Rough Trade,2008-09-08,0.131,Me and Armini,Emilíana Torrini,0.637,133466,0.89,0.0055,4,0.0735,-5.291,0,Jungle Drum,0.0747,118.315,4,spotify:track:49sGyqfSqURWHIKDbkTfdQ,0.858
2026-01-02T09:04:43Z,astrid.verschraege,False,"nederpop,progressive rock",33,"Universal Music, a division of Universal International Music BV",2001-01-01,0.391,Universal Masters Collection,Earth & Fire,0.866,212973,0.589,0.00201,0,0.131,-10.597,1,Weekend,0.038,121.266,4,spotify:track:5COEZEGmgolCyrMZPvWviH,0.553
2026-01-02T09:04:43Z,astrid.verschraege,False,"glam rock,synthpop,art pop,art rock,new wave",26,Milan,2021-07-02,0.105,Annette (Cannes Edition - Selections from the Motion Picture Soundtrack),Sparks;Adam Driver;Marion Cotillard;Simon Helberg,0.676,223906,0.516,0.0,0,0.132,-9.058,1,"So May We Start (feat. Simon Helberg) - From ""Annette""",0.0339,116.014,4,spotify:track:2W6UGkV48JNQEG9y4zZYtO,0.353
2026-01-02T09:04:43Z,astrid.verschraege,False,"funk rock,alternative rock,rock",87,Warner Records,2002-07-09,0.0179,By the Way (Deluxe Edition),Red Hot Chili Peppers,0.618,269000,0.938,0.0,9,0.167,-3.442,1,Can't Stop,0.0456,91.455,4,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,0.875
2026-01-02T09:04:43Z,astrid.verschraege,False,"synthpop,new wave",61,Parlophone UK,1998-03-31,0.0925,Discography - Complete Singles Collection,Pet Shop Boys,0.529,301293,0.715,0.000614,0,0.168,-11.419,0,It's a Sin,0.0431,127.17,4,spotify:track:3GNwCZIv4xKUiyoaQfj9Ah,0.352
2026-01-02T09:04:43Z,astrid.verschraege,True,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop,hyphy",30,Def Jam Recordings,2018-10-12,0.00182,The Hate U Give (Original Motion Picture Soundtrack),2Pac;Rappin' 4-Tay,0.797,296906,0.791,0.000211,11,0.0718,-5.826,0,Only God Can Judge Me,0.191,90.184,4,spotify:track:7CqFIErHk7CrsC2LexSj8M,0.792
2026-01-02T09:04:43Z,astrid.verschraege,False,"punk,skate punk",0,Epitaph,1994-04-08,0.0407,Smash (2008 Remaster),The Offspring,0.482,257826,0.932,0.0,0,0.358,-3.463,1,Self-Esteem,0.0594,104.532,4,spotify:track:7oMQBs40QK1wQ3dI4pc29Q,0.702
2026-01-02T09:04:43Z,astrid.verschraege,False,"anatolian rock,psychedelic rock,neo-psychedelic",46,Glitterbeat Records,2021-02-26,0.0571,Yol,Altin Gün,0.823,258315,0.569,0.00242,7,0.0938,-9.301,0,Yüce Dağ Başında,0.0498,111.974,4,spotify:track:5lcqXXSHHdEsugnaAYWOtC,0.831
2026-01-02T09:04:43Z,astrid.verschraege,False,"pop punk,punk,rock,skate punk,emo",83,Geffen,1999-06-01,0.0103,Enema Of The State,blink-182,0.434,167066,0.897,0.0,0,0.612,-4.918,1,All The Small Things,0.0488,148.708,4,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,0.685
2026-01-02T09:04:43Z,astrid.verschraege,False,"art pop,electropop",51,Parlophone UK,2007-10-01,0.091,Overpowered,Róisín Murphy,0.736,309173,0.827,0.00509,3,0.315,-6.273,0,Overpowered,0.0344,117.024,4,spotify:track:7di4QTqNCZjX4JUFKhWQsr,0.878
2026-01-02T09:04:43Z,astrid.verschraege,False,soft rock,50,Columbia,1980-03-12,0.284,Glass Houses,Billy Joel,0.626,252874,0.831,5.62e-06,9,0.191,-5.989,0,All for Leyna,0.0279,142.814,4,spotify:track:57hJxdJGm8kZMU0xPGNBAA,0.899
2026-01-02T09:04:43Z,astrid.verschraege,False,,36,Universal Music Australia Pty. Ltd.,1990,0.000896,X (Remastered),INXS,0.593,247946,0.804,0.339,0,0.228,-6.205,1,Hear That Sound,0.0301,109.966,4,spotify:track:5COjFLatLc6sUbgIS25BDz,0.408
2026-01-02T09:04:43Z,astrid.verschraege,True,,59,Geffen,2005-01-01,0.00987,Hefty Fine,Bloodhound Gang,0.8,260160,0.923,0.486,0,0.0687,-8.963,0,Uhn Tiss Uhn Tiss Uhn Tiss,0.0436,134.993,4,spotify:track:21Vr3DuKIaMjgEaiqdJgpT,0.849
2026-01-02T09:04:43Z,astrid.verschraege,False,singer-songwriter,52,Legacy Recordings,1986-08-12,0.479,Graceland (25th Anniversary Deluxe Edition),Paul Simon,0.62,239133,0.703,0.0,2,0.14,-7.854,1,The Boy In the Bubble,0.0836,136.155,4,spotify:track:00IrSynHsun7DpDrLkRIjM,0.559
2026-01-02T09:04:43Z,astrid.verschraege,False,punk,67,Atlantic Records,2006-06-23,0.00105,Billy Talent II,Billy Talent,0.71,199200,0.811,2.08e-06,3,0.0677,-4.079,1,Fallen Leaves,0.0431,123.048,4,spotify:track:3jUTjCISntIUFL8jnAjzgc,0.914
2026-01-02T09:04:43Z,astrid.verschraege,False,"glam rock,synthpop,art pop,art rock,new wave",35,Lil Beethoven Records,1980,0.142,Terminal Jive,Sparks,0.719,348733,0.727,0.0025,0,0.101,-9.828,1,When I'm With You,0.0286,119.495,4,spotify:track:7cdbmTjUrOsJViLFddO0xz,0.931
2026-01-02T09:04:43Z,astrid.verschraege,False,,84,Columbia,1984-06-04,0.0115,Born In The U.S.A.,Bruce Springsteen,0.527,245296,0.942,0.0,1,0.188,-5.64,0,Dancing In the Dark,0.0366,148.723,4,spotify:track:7FwBtcecmlpc1sLySPXeGE,0.495
2026-01-02T09:04:43Z,astrid.verschraege,False,"electro swing,trip hop,nu jazz,downtempo",0,Lowtemp,2009-12-09,0.254,SB2,Gramatik,0.653,222500,0.852,0.0543,7,0.0785,-7.214,0,Orchestrated Incident,0.0375,97.375,4,spotify:track:3ktye8UiJXiXHbp1Elonn6,0.252
2026-01-02T09:04:43Z,astrid.verschraege,False,"classic rock,southern rock,country rock",65,Craft Recordings,1970-07-25,0.0606,Cosmo's Factory (Expanded Edition),Creedence Clearwater Revival,0.589,161466,0.85,0.779,2,0.274,-6.143,1,Up Around The Bend,0.0343,130.318,4,spotify:track:36gPq8WG7tDxrblyGVUCiT,0.813
2026-01-02T09:04:43Z,astrid.verschraege,False,"gothic rock,post-punk,darkwave,deathrock,new wave,cold wave",60,UMC (Universal Music Catalogue),1987-03-02,0.0309,Through The Looking Glass (Remastered And Expanded),Siouxsie and the Banshees,0.457,309306,0.93,6.27e-05,2,0.135,-4.544,0,The Passenger,0.0673,139.819,4,spotify:track:6EZDbjz2X5XzgIZCtbsrXh,0.294
2026-01-02T09:04:43Z,astrid.verschraege,False,britpop,60,Sony Music CG,2002-02-26,0.374,The Coral,The Coral,0.441,141000,0.684,0.000848,9,0.108,-7.495,0,Dreaming of You,0.031,199.001,4,spotify:track:6ebxt3Iylxe0GcEuUGlIvb,0.971
2026-01-02T09:04:43Z,astrid.verschraege,False,,60,Polar Music International AB,2008-01-01,0.0504,ABBA Gold,ABBA,0.703,193560,0.824,9.19e-05,7,0.097,-5.17,1,Does Your Mother Know,0.0364,135.24,4,spotify:track:45EaIq9lKyoQxxTjFkiGbl,0.971
2026-01-02T09:04:43Z,astrid.verschraege,False,"punk,skate punk",79,Concord Records,1998-11-16,0.088,Americana,The Offspring,0.723,188666,0.895,0.0,11,0.0717,-3.707,0,Pretty Fly (For A White Guy),0.102,143.373,4,spotify:track:3SFXsFpeGmBTtQvKiwYMDA,0.963
2026-01-02T09:04:43Z,astrid.verschraege,False,"drum and bass,dubstep",1,Breakbeat Kaos,2007-05-19,0.000122,Hold Your Colour,Pendulum,0.514,331240,0.899,0.0793,7,0.367,-5.115,1,Tarantula - Original Mix,0.0602,174.028,4,spotify:track:7ifq3etzDP60X1IRaFVngl,0.266
2026-01-02T09:04:43Z,astrid.verschraege,False,"eurodance,europop",67,RCA Records Label,1996-01-16,0.00129,Sweet Dreams,La Bouche,0.669,240266,0.941,4.3e-06,1,0.886,-5.765,0,Be My Lover,0.0313,134.809,4,spotify:track:7FoUzKTSQp25oe32pY9z5p,0.841
2026-01-02T09:04:43Z,astrid.verschraege,False,"europop,eurodance",75,Zoo Digital,2010-02-12,0.00281,Everytime We Touch (Premium Edition),Cascada,0.633,197124,0.976,1.29e-05,8,0.382,-5.362,1,Everytime We Touch,0.0519,142.027,4,spotify:track:5YJtMNWKe55yr49cyJgxva,0.493
2026-01-02T09:04:43Z,astrid.verschraege,False,"slap house,edm,europop,eurodance",71,Intercord,2019-04-05,0.479,All Around The World (La La La),R3HAB;A Touch Of Class,0.733,147840,0.859,0.0645,9,0.105,-5.03,0,All Around The World (La La La),0.033,124.948,4,spotify:track:02itaCXOdC54J0ISjqqFAp,0.52
2026-01-02T09:04:43Z,astrid.verschraege,False,"noise rock,industrial,witch house,industrial rock,industrial metal,synthwave,darkwave,vaporwave",46,Loma Vista Recordings,2020-10-16,7.14e-06,DISCO4 :: PART I,HEALTH;Perturbator,0.531,164253,0.832,0.73,11,0.117,-8.803,0,BODY/PRISON,0.0392,100.977,3,spotify:track:4pYuPkr13zQbrrDChQrfQs,0.13
2026-01-02T09:04:43Z,astrid.verschraege,False,"black metal,metal",34,Roadrunner Records,2008-09-04,2.79e-05,The Age Of Nero,Satyricon,0.629,230000,0.914,0.708,2,0.325,-5.199,1,Black Crow on a Tombstone,0.0461,119.904,4,spotify:track:0ceibOL5IiWDOeBv2PYUGS,0.322
2026-01-02T09:04:43Z,astrid.verschraege,False,"witch house,electroclash,new rave,alternative dance",3,Different Recordings,2008-03-16,7.73e-06,Crystal Castles,Crystal Castles,0.588,161373,0.727,0.000598,1,0.0866,-3.084,1,Alice Practice,0.113,131.182,4,spotify:track:2Ijzen3XHG5y1zCSKk7BEM,0.533
2026-01-02T09:04:43Z,astrid.verschraege,False,"synthwave,darkwave,vaporwave",52,Blood Music,2016-05-06,0.00444,The Uncanny Valley,Perturbator;Greta Link,0.519,308197,0.977,0.488,10,0.131,-2.958,0,Venger (feat. Greta Link),0.0562,120.023,4,spotify:track:0MabrxpL9vrCJeOjGMnGgM,0.18
2026-01-02T09:04:43Z,astrid.verschraege,False,,27,Crammed Discs,2010-03-08,0.00242,Blue Eyed Black Boy,Balkan Beat Box,0.769,235453,0.793,0.000148,7,0.411,-7.194,1,Move It,0.0759,100.993,4,spotify:track:570z6evxyXfLFA212eMNFt,0.812
2026-01-02T09:04:43Z,astrid.verschraege,False,"industrial metal,metal,industrial rock,industrial",69,Vertigo Berlin,1997-08-25,0.00369,Sehnsucht,Rammstein,0.64,234226,0.921,0.055,9,0.332,-6.283,0,Du hast,0.0385,125.104,4,spotify:track:5awDvzxWfd53SSrsRZ8pXO,0.716
2026-01-02T09:04:56Z,astrid.verschraege,False,"baroque pop,britpop,comedy",39,Divine Comedy Records,1996-04-29,0.615,Casanova,The Divine Comedy,0.449,206200,0.335,0.0,0,0.131,-12.273,1,Songs of Love,0.0272,82.634,3,spotify:track:6KSO43CfvMfcowS1Jd4JAb,0.212
2026-01-02T09:04:56Z,astrid.verschraege,False,"art rock,soft rock",52,Epic/Legacy,1979-05-31,0.79,Discovery,Electric Light Orchestra,0.565,259064,0.313,0.0,5,0.126,-13.124,1,Midnight Blue,0.0283,141.147,4,spotify:track:4VRTc5oeHT6Wtz0WzdArGJ,0.358
2026-01-02T09:04:56Z,astrid.verschraege,False,swedish pop,15,Razzia,2010-01-19,0.214,Waiting for the Bells,Joel Alme,0.477,289200,0.496,0.00596,4,0.338,-7.728,1,Spanish Moss,0.0291,123.002,4,spotify:track:7e8XN9NEgxcBXk6LsmMwYE,0.385
2026-01-02T09:04:56Z,astrid.verschraege,False,"singer-songwriter,baroque pop",34,Parlophone UK,2007-08-20,0.403,Lady's Bridge,Richard Hawley,0.616,206106,0.779,0.0182,11,0.0946,-10.448,1,Serious,0.0344,105.078,4,spotify:track:1hZ36KgOEk28zCRuN3Y969,0.964
