Track URI,name,Album Name,artists,Release Date,duration_ms,Popularity,Explicit,Added By,Added At,Genres,Record Label,danceability,energy,Key,loudness,Mode,Speechiness,acousticness,Instrumentalness,Liveness,valence,tempo,Time Signature
spotify:track:2usbuL20o8yDFqGbszpwqN,You're So Cool,Sleepwalking,Jonathan Bree,2018-06-08,292871,0,False,astrid.verschraege,2026-01-02T09:04:35Z,,Lil' Chief Records,0.614,0.465,1,-7.781,1,0.0296,0.295,0.54,0.211,0.499,101.008,4
spotify:track:6n1SUr2wUrh3ALJqBvPJuW,Taro,An Awesome Wave,alt-J,2012-05-28,314986,0,False,astrid.verschraege,2026-01-02T09:04:35Z,"indie,indie rock",Infectious Music,0.355,0.476,5,-10.653,1,0.0341,0.765,0.00385,0.0785,0.294,171.951,4
spotify:track:3pRaLNL3b8x5uBOcsgvdqM,Hallelujah,Grace,Jeff Buckley,1994,413813,73,False,astrid.verschraege,2026-01-02T09:04:35Z,,Columbia/Legacy,0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,3
spotify:track:7bLS3fvJn0Gd2zz7JJqcYU,Too Many People,The Great Cybernetic Depression,Princess Chelsea,2015-06-05,302250,1,False,astrid.verschraege,2026-01-02T09:04:35Z,baroque pop,Flying Nun,0.544,0.699,0,-6.113,0,0.0258,0.00102,0.0144,0.117,0.384,108.024,4
spotify:track:21VZv35sbRnAwnpdeO5uVF,Cat Black,Beyond The Risin’ Sun,Marc Bolan,2010-06-28,154066,0,False,astrid.verschraege,2026-01-02T09:04:35Z,glam rock,Cherry Red Records,0.532,0.447,3,-11.554,1,0.0268,0.79,0.0,0.105,0.541,84.134,4
spotify:track:2CdS3DRqWR5LAhy4hM5X9W,Laid,Laid,James,1993,156666,70,False,astrid.verschraege,2026-01-02T09:04:35Z,"britpop,madchester",EMI,0.457,0.909,0,-9.451,1,0.0317,0.0016,0.000276,0.135,0.755,115.998,4
spotify:track:0BqvvDT86H3mu4R24SKHy8,Juli,The Crayfish,Björn Olsson,2003-01-01,198413,26,False,astrid.verschraege,2026-01-02T09:04:35Z,swedish pop,Gravitation,0.312,0.643,5,-8.316,1,0.0329,0.444,0.909,0.111,0.5,164.812,4
spotify:track:1m0ASiX3APr5W9amOoLENF,When the World Turns Grey,The Great Cybernetic Depression,Princess Chelsea,2015-06-05,254677,0,False,astrid.verschraege,2026-01-02T09:04:35Z,baroque pop,Flying Nun,0.275,0.337,7,-7.002,0,0.0302,0.729,0.00369,0.105,0.109,138.585,3
spotify:track:2AX5E86cn9n2dgioZEjirI,Golden Brown,La Folie,The Stranglers,1981,206760,83,False,astrid.verschraege,2026-01-02T09:04:35Z,"proto-punk,new wave",Parlophone UK,0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,3
spotify:track:7cMn3Octp5SRRGpv6fTSLE,Lost Weekend,Easy Pieces (Remastered),Lloyd Cole and the Commotions,1985-11-22,195293,48,False,astrid.verschraege,2026-01-02T09:04:35Z,"jangle pop,new wave",UMC (Universal Music Catalogue),0.591,0.734,9,-10.171,1,0.0487,0.0417,0.02,0.0944,0.777,138.298,4
spotify:track:6XK6Zw6JkFsHXzAcMWNiIr,Send Me On My Way,When I Woke,Rusted Root,1994-01-01,263360,72,False,astrid.verschraege,2026-01-02T09:04:35Z,jam band,Island Mercury,0.5,0.704,0,-8.797,1,0.0695,0.125,1.79e-05,0.138,0.722,119.463,4
spotify:track:0MYNeFsKpzBHwrJGfWZysV,Locomotive Breath,Aqualung (Special Edition),Jethro Tull,1971-03-19,266013,62,False,astrid.verschraege,2026-01-02T09:04:35Z,"progressive rock,art rock,classic rock",Parlophone UK,0.68,0.53,11,-13.105,0,0.0889,0.417,0.011,0.0559,0.352,124.551,4
spotify:track:42cxPm9jgbaxIVN77XA1m6,Tender,13,Blur,1999,461946,59,False,astrid.verschraege,2026-01-02T09:04:35Z,"britpop,madchester,alternative rock",Parlophone UK,0.587,0.566,9,-9.932,1,0.0276,0.469,0.0,0.0644,0.528,76.055,4
spotify:track:3PEx44by2Pe7E6M8tgqE5N,Dry Your Eyes,A Grand Don't Come for Free,The Streets,2004,271240,56,True,astrid.verschraege,2026-01-02T09:04:35Z,uk garage,679 Recordings UK. Ltd.,0.684,0.467,9,-7.829,1,0.239,0.56,0.0,0.0942,0.445,80.019,4
spotify:track:279LczresTWVkCsdLwgJSZ,Love's a Stranger,Warhaus,Warhaus,2017-10-13,206685,63,False,astrid.verschraege,2026-01-02T09:04:35Z,,Play It Again Sam,0.563,0.585,9,-8.821,0,0.0386,0.209,0.00221,0.118,0.625,161.679,4
spotify:track:5tqDIPhoNziW5ew3u4gwdS,Last Stop: This Town,Electro-Shock Blues,Eels,1998-10-10,207066,0,False,astrid.verschraege,2026-01-02T09:04:35Z,,DreamWorks,0.65,0.729,4,-8.641,1,0.0434,0.37,0.544,0.323,0.752,103.706,4
spotify:track:3WPJkf7kYvQftvzD66a58X,На Дне,Этажи,Molchat Doma,2018-09-07,247408,0,False,astrid.verschraege,2026-01-02T09:04:35Z,"post-punk,darkwave,cold wave,gothic rock",Sacred Bones Records,0.615,0.761,1,-5.358,1,0.041,0.00517,0.262,0.191,0.476,109.995,4
spotify:track:38t0OIEeY3aRtgWpn5pXIs,Help Yourself,Jeff Lynne's ELO - From Out Of Nowhere,Electric Light Orchestra,2019-11-01,194520,36,False,astrid.verschraege,2026-01-02T09:04:35Z,"art rock,soft rock",Columbia,0.509,0.723,0,-7.223,1,0.0287,0.466,0.631,0.55,0.394,97.992,4
spotify:track:4kPLmTsTwA6wvtcbb0LtbM,Romeo's Tune,Jack Rabbit Slim,Steve Forbert,1979-12-07,212471,59,False,astrid.verschraege,2026-01-02T09:04:35Z,singer-songwriter,Rolling Tide Music,0.571,0.721,9,-5.645,1,0.0307,0.404,0.00961,0.299,0.733,95.027,4
spotify:track:40MTAe7rupM7DNRrw72Q8i,Goddess on a Hiway,Deserter's Songs (Remastered),Mercury Rev,1998-09-29,225333,50,False,astrid.verschraege,2026-01-02T09:04:35Z,"neo-psychedelic,shoegaze",Excelsior Melodies,0.467,0.761,9,-5.893,1,0.0386,0.0186,1.24e-06,0.0666,0.258,145.244,4
spotify:track:0yljUudXzjVcGEoYmLB17X,Genesis,Visions,Grimes,2012-03-12,255320,73,False,astrid.verschraege,2026-01-02T09:04:35Z,art pop,4AD,0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,4
spotify:track:5naz0dzcZk6mkwzyPyml9K,"Maybe Tomorrow (From ""The Littlest Hobo"")",The Singing Accountant Vol.2 - Beyond the Sea,Keith Ferreira,2013-02-18,159381,0,False,astrid.verschraege,2026-01-02T09:04:35Z,,Silva Screen Records,0.609,0.476,5,-8.876,1,0.0256,0.376,0.00177,0.129,0.89,107.946,4
spotify:track:0MmZ4EdISIiHiRzzC6CkJI,Sunspots,The Collection,Julian Cope,2002-01-01,228880,35,False,astrid.verschraege,2026-01-02T09:04:35Z,"neo-psychedelic,jangle pop",UMC (Universal Music Catalogue),0.543,0.734,9,-11.225,1,0.0283,0.127,0.223,0.065,0.59,179.506,4
spotify:track:4U45aEWtQhrm8A5mxPaFZ7,Vienna,The Stranger (Legacy Edition),Billy Joel,1977,214240,85,False,astrid.verschraege,2026-01-02T09:04:35Z,soft rock,Columbia/Legacy,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4
spotify:track:2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Madman Across The Water,Elton John,1971-11-05,377093,78,False,astrid.verschraege,2026-01-02T09:04:35Z,,EMI,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,4
spotify:track:6hqt1z34Oz0OZtSfy62OFD,The Hell Song,Does This Look Infected?,Sum 41,2002-01-01,198493,66,True,astrid.verschraege,2026-01-02T09:04:35Z,"pop punk,punk,skate punk",Island Records,0.357,0.931,8,-5.538,0,0.0796,0.000142,0.0138,0.344,0.658,173.32,4
spotify:track:2Z8V7MoSJJj9ZsjxnIQXAB,Goddess On A Hiway (Remastered),Deserter's Songs (Deluxe Edition),Mercury Rev,1998,225333,0,False,astrid.verschraege,2026-01-02T09:04:35Z,"neo-psychedelic,shoegaze",V2/Cooperative Music,0.473,0.762,9,-5.77,1,0.0377,0.0198,3.66e-06,0.0594,0.284,145.096,4
spotify:track:0nk2CE0vuF6N5sKtpigC0b,You're so Cool,Sleepwalking,Jonathan Bree,2018-06-08,292871,0,False,astrid.verschraege,2026-01-02T09:04:35Z,,Lil' Chief Records,0.614,0.465,1,-7.781,1,0.0296,0.295,0.54,0.211,0.499,101.008,4
spotify:track:6V472EZ0ymkw3zEDOqlIew,Blood Like Lemonade,Blood Like Lemonade,Morcheeba,2010-06-07,293306,53,False,astrid.verschraege,2026-01-02T09:04:35Z,"trip hop,downtempo",[PIAS],0.653,0.588,5,-9.645,1,0.107,0.000954,0.331,0.199,0.624,168.058,4
spotify:track:6YjBdcSG9xzhVfY8OjaOHy,Love / Dead,Love / Dead,Faces on TV,2015-10-06,232269,39,False,astrid.verschraege,2026-01-02T09:04:35Z,,WasteMyRecords,0.553,0.76,2,-5.618,0,0.0351,0.158,0.347,0.299,0.373,167.951,4
spotify:track:6h0kUO3LKcYHH1E9yUkL4z,Nos célébrations,Nos célébrations,Indochine,2020-05-26,304346,53,False,astrid.verschraege,2026-01-02T09:04:35Z,"variété française,chanson,french pop",Indochine Records,0.629,0.84,11,-8.206,1,0.0292,0.000553,0.00672,0.131,0.599,126.001,4
spotify:track:184QpO8ZchGncbNyJe9SDT,Make Me Smile (Come up and See Me) - 2014 Remaster,The Best Years of Our Lives (Deluxe Version),Steve Harley;Steve Harley & Cockney Rebel,1975-03-22,239213,0,False,astrid.verschraege,2026-01-02T09:04:35Z,glam rock,Chrysalis Records,0.571,0.818,0,-8.277,1,0.0337,0.00706,0.000177,0.0877,0.773,141.463,4
spotify:track:092Os5lhFqG7v3BH2adOYg,Vega,Concert Program,Simon Jeffes;Penguin Cafe Orchestra,2011-04-30,610026,8,False,astrid.verschraege,2026-01-02T09:04:35Z,minimalism,Editions Penguin Cafe,0.228,0.0531,1,-20.949,1,0.0378,0.979,0.941,0.0938,0.0384,124.266,4
spotify:track:4YWIA4KuBQXoCt7mMFKvwE,Midnight In Moscow,Various Artists I,Kenny Ball,2010-12-07,176105,19,False,astrid.verschraege,2026-01-02T09:04:35Z,swing music,Jukebox Records,0.438,0.421,0,-12.196,0,0.0515,0.62,0.00447,0.0965,0.765,173.123,4
spotify:track:6hAZx4PQIlwyazfANp6joe,Out of My Head,Out of My Head,First Aid Kit,2022-08-12,214000,45,False,astrid.verschraege,2026-01-02T09:04:35Z,"indie folk,folk",Columbia,0.574,0.754,5,-4.995,1,0.0342,0.0265,2.25e-06,0.0994,0.131,117.973,4
spotify:track:6XzgfcOFwpn7747ROhyp86,Calling Occupants Of Interplanetary Craft,3:47 EST,Klaatu,1976-01-01,430133,43,False,astrid.verschraege,2026-01-02T09:04:35Z,"progressive rock,art rock",CAPITOL CATALOG MKT (C92),0.372,0.505,9,-11.746,1,0.061,0.0676,0.00503,0.273,0.221,129.847,4
spotify:track:2DJm8k4qUOF5m9yiDPt6gE,Rings Of Saturn,Skeleton Tree,Nick Cave & The Bad Seeds,2016-09-09,208520,0,False,astrid.verschraege,2026-01-02T09:04:35Z,,Bad Seed Ltd,0.353,0.638,0,-9.335,1,0.0583,0.861,6.19e-05,0.102,0.288,77.395,4
spotify:track:19Shlms2uTnOjIUg50TXzd,Never Going Back Again - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,134400,72,False,astrid.verschraege,2026-01-02T09:04:35Z,"classic rock,yacht rock,soft rock",Rhino/Warner Records,0.654,0.336,6,-12.825,1,0.0379,0.858,0.385,0.0786,0.947,176.083,4
spotify:track:1SHA4IJyiyNobDOrQzFFXy,Animal Spirits,The Beautiful Game,Vulfpeck,2016-10-17,190801,53,False,astrid.verschraege,2026-01-02T09:04:35Z,"funk,funk rock",Vulf Records,0.753,0.713,1,-7.333,1,0.0539,0.156,9.59e-05,0.0508,0.906,100.859,4
spotify:track:1ruRD8JPGxK4x8gGFWPqHi,Lay Down,Bursting At The Seam,Strawbs,1973,272933,34,False,astrid.verschraege,2026-01-02T09:04:35Z,"progressive rock,folk rock,art rock,baroque pop",A&M,0.408,0.767,4,-5.941,1,0.0304,0.00362,0.000601,0.189,0.785,130.846,4
spotify:track:7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Torches,Foster The People,2011-05-23,239600,85,False,astrid.verschraege,2026-01-02T09:04:43Z,,Columbia,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4
spotify:track:1insHdIxcVi27Kj5HEPx9b,Monument,Do It Again,Röyksopp,2014-05-26,597402,0,False,astrid.verschraege,2026-01-02T09:04:43Z,"downtempo,electronica,trip hop",Dog Triumph/Wall Of Sound,0.592,0.711,9,-9.974,0,0.043,0.34,0.73,0.102,0.192,92.989,4
spotify:track:2huPrhpbAW7MmfEgRu6oDV,I Want It All - Remastered 2011,Greatest Hits II (Remastered),Queen,1991-10-28,241253,53,False,astrid.verschraege,2026-01-02T09:04:43Z,"classic rock,rock,glam rock",EMI,0.398,0.834,11,-5.786,0,0.0472,0.0298,2.35e-06,0.385,0.389,92.376,4
spotify:track:3mW90BgmaWI8Do3taVesEj,Johnny Delusional,FFS (Deluxe Edition),FFS,2015,191840,37,False,astrid.verschraege,2026-01-02T09:04:43Z,art rock,Domino Recording Co,0.563,0.77,2,-5.246,0,0.0365,0.0363,6.07e-05,0.143,0.451,138.074,4
spotify:track:4qO03RMQm88DdpTJcxlglY,Call Me,Atomic/Atomix,Blondie,1999-01-01,212600,71,False,astrid.verschraege,2026-01-02T09:04:43Z,,Parlophone Catalogue,0.56,0.824,2,-6.711,0,0.0348,0.000785,0.00246,0.0892,0.74,142.667,4
spotify:track:3NeiYiBn3rQBgurfVk92Zm,Humility (feat. George Benson),The Now Now,Gorillaz;George Benson,2018-06-29,197933,64,False,astrid.verschraege,2026-01-02T09:04:43Z,"smooth jazz,yacht rock,jazz funk,soul jazz",Parlophone UK,0.632,0.807,0,-5.893,1,0.126,0.144,0.0211,0.125,0.784,160.174,4
spotify:track:20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,Franz Ferdinand,2004-02-16,237026,84,False,astrid.verschraege,2026-01-02T09:04:43Z,indie rock,Domino Recording Co,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4
spotify:track:4jDhI4nE32u8meRN1aOu8u,Maria,Blondie 4(0)-Ever: Greatest Hits Deluxe Redux / Ghosts Of Download,Blondie,2013-05-12,245701,42,False,astrid.verschraege,2026-01-02T09:04:43Z,,"Noble ID, LLC",0.545,0.812,9,-5.672,1,0.0609,0.028,0.00111,0.0749,0.785,159.69,4
spotify:track:2Za2mUwmQoSxWPscaY2vxl,Murder On The Dancefloor,Read My Lips,Sophie Ellis-Bextor,2002-01-01,230013,3,False,astrid.verschraege,2026-01-02T09:04:43Z,,Polydor Records,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,4
spotify:track:6gwJm7LgsaHdd3CWi4K8e8,Out Of Control,She Wants Revenge,She Wants Revenge,2005-01-01,217293,0,False,astrid.verschraege,2026-01-02T09:04:43Z,"darkwave,gothic rock",Flawless Records,0.654,0.703,2,-6.911,1,0.0295,0.000501,0.0,0.113,0.555,112.474,4
spotify:track:3o1AFukFi4OhiNW23wDbaj,Jackie Wilson Said (I'm In Heaven When You Smile),Too Rye Ay,Dexys Midnight Runners;Kevin Rowland,1982-07-22,184960,45,False,astrid.verschraege,2026-01-02T09:04:43Z,,Mercury Nashville,0.372,0.727,2,-5.129,1,0.0637,0.161,0.00315,0.049,0.909,146.687,4
spotify:track:49sGyqfSqURWHIKDbkTfdQ,Jungle Drum,Me and Armini,Emilíana Torrini,2008-09-08,133466,56,False,astrid.verschraege,2026-01-02T09:04:43Z,trip hop,Rough Trade,0.637,0.89,4,-5.291,0,0.0747,0.131,0.0055,0.0735,0.858,118.315,4
spotify:track:5COEZEGmgolCyrMZPvWviH,Weekend,Universal Masters Collection,Earth & Fire,2001-01-01,212973,33,False,astrid.verschraege,2026-01-02T09:04:43Z,"nederpop,progressive rock","Universal Music, a division of Universal International Music BV",0.866,0.589,0,-10.597,1,0.038,0.391,0.00201,0.131,0.553,121.266,4
spotify:track:2W6UGkV48JNQEG9y4zZYtO,"So May We Start (feat. Simon Helberg) - From ""Annette""",Annette (Cannes Edition - Selections from the Motion Picture Soundtrack),Sparks;Adam Driver;Marion Cotillard;Simon Helberg,2021-07-02,223906,26,False,astrid.verschraege,2026-01-02T09:04:43Z,"glam rock,synthpop,art pop,art rock,new wave",Milan,0.676,0.516,0,-9.058,1,0.0339,0.105,0.0,0.132,0.353,116.014,4
spotify:track:3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,By the Way (Deluxe Edition),Red Hot Chili Peppers,2002-07-09,269000,87,False,astrid.verschraege,2026-01-02T09:04:43Z,"funk rock,alternative rock,rock",Warner Records,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4
spotify:track:3GNwCZIv4xKUiyoaQfj9Ah,It's a Sin,Discography - Complete Singles Collection,Pet Shop Boys,1998-03-31,301293,61,False,astrid.verschraege,2026-01-02T09:04:43Z,"synthpop,new wave",Parlophone UK,0.529,0.715,0,-11.419,0,0.0431,0.0925,0.000614,0.168,0.352,127.17,4
spotify:track:7CqFIErHk7CrsC2LexSj8M,Only God Can Judge Me,The Hate U Give (Original Motion Picture Soundtrack),2Pac;Rappin' 4-Tay,2018-10-12,296906,30,True,astrid.verschraege,2026-01-02T09:04:43Z,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop,hyphy",Def Jam Recordings,0.797,0.791,11,-5.826,0,0.191,0.00182,0.000211,0.0718,0.792,90.184,4
spotify:track:7oMQBs40QK1wQ3dI4pc29Q,Self-Esteem,Smash (2008 Remaster),The Offspring,1994-04-08,257826,0,False,astrid.verschraege,2026-01-02T09:04:43Z,"punk,skate punk",Epitaph,0.482,0.932,0,-3.463,1,0.0594,0.0407,0.0,0.358,0.702,104.532,4
spotify:track:5lcqXXSHHdEsugnaAYWOtC,Yüce Dağ Başında,Yol,Altin Gün,2021-02-26,258315,46,False,astrid.verschraege,2026-01-02T09:04:43Z,"anatolian rock,psychedelic rock,neo-psychedelic",Glitterbeat Records,0.823,0.569,7,-9.301,0,0.0498,0.0571,0.00242,0.0938,0.831,111.974,4
spotify:track:2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,Enema Of The State,blink-182,1999-06-01,167066,83,False,astrid.verschraege,2026-01-02T09:04:43Z,"pop punk,punk,rock,skate punk,emo",Geffen,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.685,148.708,4
spotify:track:7di4QTqNCZjX4JUFKhWQsr,Overpowered,Overpowered,Róisín Murphy,2007-10-01,309173,51,False,astrid.verschraege,2026-01-02T09:04:43Z,"art pop,electropop",Parlophone UK,0.736,0.827,3,-6.273,0,0.0344,0.091,0.00509,0.315,0.878,117.024,4
spotify:track:57hJxdJGm8kZMU0xPGNBAA,All for Leyna,Glass Houses,Billy Joel,1980-03-12,252874,50,False,astrid.verschraege,2026-01-02T09:04:43Z,soft rock,Columbia,0.626,0.831,9,-5.989,0,0.0279,0.284,5.62e-06,0.191,0.899,142.814,4
spotify:track:5COjFLatLc6sUbgIS25BDz,Hear That Sound,X (Remastered),INXS,1990,247946,36,False,astrid.verschraege,2026-01-02T09:04:43Z,,Universal Music Australia Pty. Ltd.,0.593,0.804,0,-6.205,1,0.0301,0.000896,0.339,0.228,0.408,109.966,4
spotify:track:21Vr3DuKIaMjgEaiqdJgpT,Uhn Tiss Uhn Tiss Uhn Tiss,Hefty Fine,Bloodhound Gang,2005-01-01,260160,59,True,astrid.verschraege,2026-01-02T09:04:43Z,,Geffen,0.8,0.923,0,-8.963,0,0.0436,0.00987,0.486,0.0687,0.849,134.993,4
spotify:track:00IrSynHsun7DpDrLkRIjM,The Boy In the Bubble,Graceland (25th Anniversary Deluxe Edition),Paul Simon,1986-08-12,239133,52,False,astrid.verschraege,2026-01-02T09:04:43Z,singer-songwriter,Legacy Recordings,0.62,0.703,2,-7.854,1,0.0836,0.479,0.0,0.14,0.559,136.155,4
spotify:track:3jUTjCISntIUFL8jnAjzgc,Fallen Leaves,Billy Talent II,Billy Talent,2006-06-23,199200,67,False,astrid.verschraege,2026-01-02T09:04:43Z,punk,Atlantic Records,0.71,0.811,3,-4.079,1,0.0431,0.00105,2.08e-06,0.0677,0.914,123.048,4
spotify:track:7cdbmTjUrOsJViLFddO0xz,When I'm With You,Terminal Jive,Sparks,1980,348733,35,False,astrid.verschraege,2026-01-02T09:04:43Z,"glam rock,synthpop,art pop,art rock,new wave",Lil Beethoven Records,0.719,0.727,0,-9.828,1,0.0286,0.142,0.0025,0.101,0.931,119.495,4
spotify:track:7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Born In The U.S.A.,Bruce Springsteen,1984-06-04,245296,84,False,astrid.verschraege,2026-01-02T09:04:43Z,,Columbia,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,4
spotify:track:3ktye8UiJXiXHbp1Elonn6,Orchestrated Incident,SB2,Gramatik,2009-12-09,222500,0,False,astrid.verschraege,2026-01-02T09:04:43Z,"electro swing,trip hop,nu jazz,downtempo",Lowtemp,0.653,0.852,7,-7.214,0,0.0375,0.254,0.0543,0.0785,0.252,97.375,4
spotify:track:36gPq8WG7tDxrblyGVUCiT,Up Around The Bend,Cosmo's Factory (Expanded Edition),Creedence Clearwater Revival,1970-07-25,161466,65,False,astrid.verschraege,2026-01-02T09:04:43Z,"classic rock,southern rock,country rock",Craft Recordings,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,4
spotify:track:6EZDbjz2X5XzgIZCtbsrXh,The Passenger,Through The Looking Glass (Remastered And Expanded),Siouxsie and the Banshees,1987-03-02,309306,60,False,astrid.verschraege,2026-01-02T09:04:43Z,"gothic rock,post-punk,darkwave,deathrock,new wave,cold wave",UMC (Universal Music Catalogue),0.457,0.93,2,-4.544,0,0.0673,0.0309,6.27e-05,0.135,0.294,139.819,4
spotify:track:6ebxt3Iylxe0GcEuUGlIvb,Dreaming of You,The Coral,The Coral,2002-02-26,141000,60,False,astrid.verschraege,2026-01-02T09:04:43Z,britpop,Sony Music CG,0.441,0.684,9,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,4
spotify:track:45EaIq9lKyoQxxTjFkiGbl,Does Your Mother Know,ABBA Gold,ABBA,2008-01-01,193560,60,False,astrid.verschraege,2026-01-02T09:04:43Z,,Polar Music International AB,0.703,0.824,7,-5.17,1,0.0364,0.0504,9.19e-05,0.097,0.971,135.24,4
spotify:track:3SFXsFpeGmBTtQvKiwYMDA,Pretty Fly (For A White Guy),Americana,The Offspring,1998-11-16,188666,79,False,astrid.verschraege,2026-01-02T09:04:43Z,"punk,skate punk",Concord Records,0.723,0.895,11,-3.707,0,0.102,0.088,0.0,0.0717,0.963,143.373,4
spotify:track:7ifq3etzDP60X1IRaFVngl,Tarantula - Original Mix,Hold Your Colour,Pendulum,2007-05-19,331240,1,False,astrid.verschraege,2026-01-02T09:04:43Z,"drum and bass,dubstep",Breakbeat Kaos,0.514,0.899,7,-5.115,1,0.0602,0.000122,0.0793,0.367,0.266,174.028,4
spotify:track:7FoUzKTSQp25oe32pY9z5p,Be My Lover,Sweet Dreams,La Bouche,1996-01-16,240266,67,False,astrid.verschraege,2026-01-02T09:04:43Z,"eurodance,europop",RCA Records Label,0.669,0.941,1,-5.765,0,0.0313,0.00129,4.3e-06,0.886,0.841,134.809,4
spotify:track:5YJtMNWKe55yr49cyJgxva,Everytime We Touch,Everytime We Touch (Premium Edition),Cascada,2010-02-12,197124,75,False,astrid.verschraege,2026-01-02T09:04:43Z,"europop,eurodance",Zoo Digital,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,4
spotify:track:02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),All Around The World (La La La),R3HAB;A Touch Of Class,2019-04-05,147840,71,False,astrid.verschraege,2026-01-02T09:04:43Z,"slap house,edm,europop,eurodance",Intercord,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,4
spotify:track:4pYuPkr13zQbrrDChQrfQs,BODY/PRISON,DISCO4 :: PART I,HEALTH;Perturbator,2020-10-16,164253,46,False,astrid.verschraege,2026-01-02T09:04:43Z,"noise rock,industrial,witch house,industrial rock,industrial metal,synthwave,darkwave,vaporwave",Loma Vista Recordings,0.531,0.832,11,-8.803,0,0.0392,7.14e-06,0.73,0.117,0.13,100.977,3
spotify:track:0ceibOL5IiWDOeBv2PYUGS,Black Crow on a Tombstone,The Age Of Nero,Satyricon,2008-09-04,230000,34,False,astrid.verschraege,2026-01-02T09:04:43Z,"black metal,metal",Roadrunner Records,0.629,0.914,2,-5.199,1,0.0461,2.79e-05,0.708,0.325,0.322,119.904,4
spotify:track:2Ijzen3XHG5y1zCSKk7BEM,Alice Practice,Crystal Castles,Crystal Castles,2008-03-16,161373,3,False,astrid.verschraege,2026-01-02T09:04:43Z,"witch house,electroclash,new rave,alternative dance",Different Recordings,0.588,0.727,1,-3.084,1,0.113,7.73e-06,0.000598,0.0866,0.533,131.182,4
spotify:track:0MabrxpL9vrCJeOjGMnGgM,Venger (feat. Greta Link),The Uncanny Valley,Perturbator;Greta Link,2016-05-06,308197,52,False,astrid.verschraege,2026-01-02T09:04:43Z,"synthwave,darkwave,vaporwave",Blood Music,0.519,0.977,10,-2.958,0,0.0562,0.00444,0.488,0.131,0.18,120.023,4
spotify:track:570z6evxyXfLFA212eMNFt,Move It,Blue Eyed Black Boy,Balkan Beat Box,2010-03-08,235453,27,False,astrid.verschraege,2026-01-02T09:04:43Z,,Crammed Discs,0.769,0.793,7,-7.194,1,0.0759,0.00242,0.000148,0.411,0.812,100.993,4
spotify:track:5awDvzxWfd53SSrsRZ8pXO,Du hast,Sehnsucht,Rammstein,1997-08-25,234226,69,False,astrid.verschraege,2026-01-02T09:04:43Z,"industrial metal,metal,industrial rock,industrial",Vertigo Berlin,0.64,0.921,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.104,4
spotify:track:6KSO43CfvMfcowS1Jd4JAb,Songs of Love,Casanova,The Divine Comedy,1996-04-29,206200,39,False,astrid.verschraege,2026-01-02T09:04:56Z,"baroque pop,britpop,comedy",Divine Comedy Records,0.449,0.335,0,-12.273,1,0.0272,0.615,0.0,0.131,0.212,82.634,3
spotify:track:4VRTc5oeHT6Wtz0WzdArGJ,Midnight Blue,Discovery,Electric Light Orchestra,1979-05-31,259064,52,False,astrid.verschraege,2026-01-02T09:04:56Z,"art rock,soft rock",Epic/Legacy,0.565,0.313,5,-13.124,1,0.0283,0.79,0.0,0.126,0.358,141.147,4
spotify:track:7e8XN9NEgxcBXk6LsmMwYE,Spanish Moss,Waiting for the Bells,Joel Alme,2010-01-19,289200,15,False,astrid.verschraege,2026-01-02T09:04:56Z,swedish pop,Razzia,0.477,0.496,4,-7.728,1,0.0291,0.214,0.00596,0.338,0.385,123.002,4
